Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AB2270,BSE,Real Estate,129.85,38182.08,20.94,,,7.24,-0.43,0.0336,74.9,0.97,4.09,194.373391980884
AB2271,JSE,Materials,38.71,55722,70.11,,,5.31,0.03,0.0597,17.7,0.97,4.31,110.84587090009
AB2272,BSE,Materials,32.23,38182.08,29.73,,,4.86,0.03,0.0438,74.9,1.16,5.03,197.372488284239
AB2273,BSE,Healthcare,559.23,38182.08,42.37,,,7.03,0.78,0.0582,74.9,0.7,4.01,279.272809986723
AB2274,JSE,Information Tech,221.45,55722,72.14,,,2.59,0.23,0.0534,17.7,1.22,0.69,284.004835970782
AB2275,S&P 500,Real Estate,152.41,3351.28,78,,,6.62,-0.43,0.06,1,1.28,4.3,1303.86888887875
AB2276,NSE,Healthcare,508.06,11270.15,22.37,,,4.98,0.78,0.0264,74.9,1.16,8.45,182.412804631943
AB2277,BSE,Materials,87.37,38182.08,27.41,,,3.19,0.03,0.0294,74.9,0.83,6.36,82.0107614848687
AB2278,NYSE,Information Tech,812.38,12765.84,63.32,,,4.36,0.23,0.051,1,0.61,4.57,610.601722097231
AB2279,NYSE,Energy,365.69,12765.84,49.75,,,7.9,0.11,0.0234,1,1.19,6.54,160.269403767149
AB2280,BSE,Real Estate,924.2,38182.08,24.75,,,2.68,-0.43,0.0334,74.9,0.67,6.31,278.96914450468
AB2281,JSE,Information Tech,336.81,55722,16.13,,,7.61,0.23,0.0598,17.7,1,1.38,94.1708739736644
AB2282,JSE,Healthcare,359.72,55722,69.53,,,8.01,0.78,0.0353,17.7,1.29,6.85,1256.87320705788
AB2283,BSE,Information Tech,646.65,38182.08,50.13,,,5.7,0.23,0.0214,74.9,0.67,7.73,792.836491247117
AB2284,NYSE,Information Tech,591.18,12765.84,89.55,,,3.9,0.23,0.0313,1,0.76,1.13,1502.00720782974
AB2285,NYSE,Information Tech,357.46,12765.84,10.47,,,2.89,0.23,0.0157,1,0.79,3.78,80.7381169071572
AB2286,NYSE,Real Estate,394.58,12765.84,91.46,,,4.9,-0.43,0.0338,1,1.14,8.01,795.556295286688
AB2287,NSE,Information Tech,234.47,11270.15,22.04,,,6.69,0.23,0.0475,74.9,0.77,4.18,320.549585939467
AB2288,NYSE,Energy,905.65,12765.84,85.5,,,8.06,0.11,0.0394,1,1.05,4.27,179.306712249433
AB2289,NYSE,Information Tech,22.47,12765.84,86.45,,,6.62,0.23,0.0423,1,1.22,1.37,166.63293521592
AB2290,NYSE,Energy,63.99,12765.84,90.28,,,2.79,0.11,0.0444,1,0.98,1.34,1295.97539203919
AB2291,JSE,Materials,441.52,55722,99.06,,,7.83,0.03,0.0235,17.7,1.28,2.05,431.105073169159
AB2292,NSE,Real Estate,939.69,11270.15,69,,,4.62,-0.43,0.0539,74.9,0.87,6.17,1354.57231859181
AB2293,NSE,Healthcare,306.56,11270.15,97.21,,,6.99,0.78,0.0181,74.9,0.76,5.03,559.76929834555
AB2294,BSE,Materials,529.65,38182.08,21.71,,,7.02,0.03,0.0416,74.9,0.97,2.28,228.916814106646
AB2295,NSE,Energy,161.71,11270.15,44.05,,,4.12,0.11,0.0506,74.9,1.2,5.37,234.048433083812
AB2296,BSE,Materials,189.02,38182.08,98.82,,,4.84,0.03,0.0475,74.9,0.93,3.3,574.031499285747
AB2297,NYSE,Real Estate,18.86,12765.84,68.24,,,6.25,-0.43,0.0615,1,0.62,6.81,323.763051680055
AB2298,JSE,Healthcare,595.44,55722,26.39,,,6.31,0.78,0.0154,17.7,0.98,7.44,264.606572911312
AB2299,BSE,Materials,401.14,38182.08,73.45,,,5.1,0.03,0.0352,74.9,0.81,2.09,1097.35314886431
AB2300,BSE,Energy,173.61,38182.08,84.36,,,2.94,0.11,0.0592,74.9,0.64,4.87,1571.01707128883
AB2301,NSE,Energy,422.56,11270.15,79.74,,,5.32,0.11,0.0477,74.9,0.76,6.06,1262.88145033621
AB2302,NSE,Materials,831.56,11270.15,27.67,,,3.39,0.03,0.0261,74.9,1.28,4.41,331.572126179564
AB2303,NSE,Information Tech,470.76,11270.15,35.52,,,6.46,0.23,0.0273,74.9,1.21,5.98,355.772101096935
AB2304,BSE,Real Estate,674.12,38182.08,44.79,,,4,-0.43,0.0467,74.9,0.76,6.14,188.103486611817
AB2305,BSE,Energy,50,38182.08,56.16,,,2.96,0.11,0.0491,74.9,0.92,6.52,305.65237992478
AB2306,NYSE,Materials,438.18,12765.84,10.47,,,3.07,0.03,0.0366,1,0.71,4.35,23.0683526909933
AB2307,NSE,Healthcare,942.43,11270.15,28.72,,,6.25,0.78,0.0332,74.9,0.75,4.24,118.755473861789
AB2308,BSE,Real Estate,797.21,38182.08,94.62,,,4.44,-0.43,0.0216,74.9,0.95,4.12,1418.82597136922
AB2309,BSE,Real Estate,866.65,38182.08,55.69,,,3.46,-0.43,0.0296,74.9,0.92,6.62,397.838583225626
AB2310,S&P 500,Energy,262.94,3351.28,58.33,,,2.72,0.11,0.0545,1,1.01,2.4,1006.45816510122
AB2311,JSE,Materials,361.62,55722,91.07,,,6.16,0.03,0.0615,17.7,0.97,9.35,166.471043116758
AB2312,JSE,Energy,900.36,55722,28.13,,,6.76,0.11,0.0219,17.7,0.82,6.71,388.516014596851
AB2313,NSE,Materials,481.52,11270.15,67.44,,,4.56,0.03,0.0507,74.9,0.87,6.2,1137.67949326238
AB2314,S&P 500,Materials,222.59,3351.28,22.19,,,7.62,0.03,0.0603,1,0.69,2.24,72.9838641133398
AB2315,JSE,Healthcare,230.55,55722,20.48,,,4.34,0.78,0.0609,17.7,1.24,7.19,56.898828106466
AB2316,S&P 500,Energy,721.64,3351.28,66.73,,,3.92,0.11,0.0247,1,0.6,3.08,788.501799845252
AB2317,BSE,Information Tech,353.84,38182.08,60.98,,,4.19,0.23,0.0615,74.9,0.74,2.6,1103.79299198017
AB2318,BSE,Materials,105.11,38182.08,35.07,,,5.91,0.03,0.0457,74.9,1.08,3.53,133.270811550303
AB2319,JSE,Real Estate,113.18,55722,41.46,,,7.78,-0.43,0.0575,17.7,1.02,8.14,328.292143056035
AB2320,NSE,Energy,593.74,11270.15,36.06,,,8.33,0.11,0.0604,74.9,1.02,5.12,605.430929920884
AB2321,BSE,Materials,938.23,38182.08,71.91,,,4.08,0.03,0.0361,74.9,1.15,8,789.640716734091
AB2322,S&P 500,Energy,558.06,3351.28,26.24,,,7.12,0.11,0.0552,1,0.91,8.68,374.90617210535
AB2323,JSE,Healthcare,519.65,55722,54.05,,,4.97,0.78,0.0553,17.7,1.1,1.2,626.536952801427
AB2324,NYSE,Information Tech,326.04,12765.84,11.07,,,3.89,0.23,0.0571,1,1.04,3.51,68.185710266099
AB2325,BSE,Real Estate,222.68,38182.08,98.34,,,8.15,-0.43,0.0225,74.9,0.92,8.06,444.98244923199
AB2326,S&P 500,Energy,855.17,3351.28,78.97,,,4.33,0.11,0.0302,1,1.19,7.58,680.978953416963
AB2327,BSE,Energy,631.38,38182.08,42.49,,,3.59,0.11,0.0297,74.9,0.9,4.75,475.916494341832
AB2328,JSE,Information Tech,201.47,55722,92.56,,,3.09,0.23,0.0219,17.7,0.98,7.59,1708.21897369063
AB2329,JSE,Energy,681.44,55722,55.78,,,6.58,0.11,0.0327,17.7,0.79,1.68,497.735495284028
AB2330,S&P 500,Materials,948.49,3351.28,22.96,,,7.69,0.03,0.0608,1,1.14,2.12,362.639757157732
AB2331,JSE,Information Tech,177.43,55722,16.03,,,7.81,0.23,0.041,17.7,0.9,2.39,113.142266839382
AB2332,JSE,Healthcare,718.68,55722,48.11,,,6.67,0.78,0.0547,17.7,1.25,4.18,111.905407965942
AB2333,S&P 500,Healthcare,282.3,3351.28,71.36,,,3.77,0.78,0.0157,1,1.02,9.34,1188.00799520976
AB2334,NSE,Energy,31.47,11270.15,57.6,,,5.21,0.11,0.0565,74.9,1.22,8.41,733.167312304377
AB2335,NYSE,Energy,431.54,12765.84,83.46,,,4.31,0.11,0.0503,1,0.83,4.78,574.224724444908
AB2336,NYSE,Energy,641.87,12765.84,39.36,,,4.13,0.11,0.0454,1,1.21,9.23,573.470331676041
AB2337,S&P 500,Materials,326,3351.28,40.14,,,7.24,0.03,0.0355,1,0.88,1.57,692.10088869983
AB2338,S&P 500,Healthcare,571.87,3351.28,13.35,,,4.18,0.78,0.0392,1,1.16,7.17,193.670108472523
AB2339,NSE,Energy,410.44,11270.15,21.28,,,7.66,0.11,0.0227,74.9,1.07,1.58,304.662263767981
AB2340,BSE,Energy,384.73,38182.08,37.39,,,8.22,0.11,0.0309,74.9,0.72,0.51,378.04229083169
AB2341,NSE,Information Tech,253.61,11270.15,72.27,,,5.47,0.23,0.0443,74.9,0.61,3.36,140.33785899363
AB2342,BSE,Materials,514.11,38182.08,73.3,,,4.35,0.03,0.0421,74.9,0.61,4.3,466.982972090994
AB2343,JSE,Energy,396.3,55722,74.46,,,5.41,0.11,0.0292,17.7,0.66,1.25,875.248945698345
AB2344,BSE,Healthcare,353.45,38182.08,32.76,,,3,0.78,0.0396,74.9,1,2.41,351.282891787037
AB2345,JSE,Materials,737.43,55722,47.76,161.9,20058723,3.78,0.03,0.0611,17.7,0.87,2.62,762.808377746171
AB2346,JSE,Healthcare,809.37,55722,90.87,65.15,8127952,2.68,0.78,0.0275,17.7,1,6.8,593.808034770729
AB2347,BSE,Information Tech,627.32,38182.08,78.15,17.47,14285539,7.54,0.23,0.0546,74.9,1.18,2.23,137.985734048708
AB2348,BSE,Materials,32.17,38182.08,18.89,141.36,3110607,5.85,0.03,0.0575,74.9,0.77,9.21,253.604128930743
AB2349,BSE,Energy,481.45,38182.08,31.19,57.85,9015472,7.61,0.11,0.0447,74.9,0.7,2.78,176.312370524542
AB2350,S&P 500,Energy,419.65,3351.28,19.85,181.97,14327584,8.25,0.11,0.0556,1,1.04,2.11,344.641873461271
AB2351,BSE,Real Estate,454.78,38182.08,43.93,135.3,19953741,2.91,-0.43,0.0374,74.9,1.14,5.7,582.322097686339
AB2352,BSE,Materials,204.75,38182.08,85.08,17.13,5630419,6.12,0.03,0.047,74.9,1.1,3.17,144.541572420575
AB2353,S&P 500,Real Estate,596.37,3351.28,68.92,164.82,13965883,3.13,-0.43,0.0568,1,0.67,4.48,1122.2715468774
AB2354,NYSE,Energy,934.75,12765.84,88.4,24.77,729819,2.74,0.11,0.0483,1,0.87,9.26,232.3886817679
AB2355,BSE,Information Tech,344.67,38182.08,53.82,177.29,16013514,7.03,0.23,0.0503,74.9,0.93,2.05,937.481420108511
AB2356,NYSE,Information Tech,68.52,12765.84,92.66,111.02,7569885,6.28,0.23,0.0323,1,1.21,8.83,1018.02138844985
AB2357,NYSE,Materials,787.84,12765.84,85.55,45.48,3618480,5.79,0.03,0.0205,1,0.89,4.64,391.845616404472
AB2358,S&P 500,Energy,766.81,3351.28,12.7,162.59,18880873,6.2,0.11,0.0402,1,0.81,1.19,197.384859290548
AB2359,BSE,Healthcare,312.43,38182.08,10.41,23.42,8956776,5.85,0.78,0.0348,74.9,0.94,1.31,23.007645339863
AB2360,S&P 500,Healthcare,247.36,3351.28,33.15,29.22,10089238,6.93,0.78,0.0162,1,0.84,2.16,94.6887045163379
AB2361,NSE,Information Tech,608.15,11270.15,42.21,111.18,4186066,2.64,0.23,0.0509,74.9,1.12,9.2,461.197226671957
AB2362,NYSE,Real Estate,693.27,12765.84,64.09,105.41,3397344,4.61,-0.43,0.0429,1,1.26,4.61,669.511766976947
AB2363,JSE,Information Tech,674.57,55722,76.58,156.78,3050278,8.18,0.23,0.0365,17.7,1.15,2.32,1189.10403195442
AB2364,S&P 500,Energy,704.57,3351.28,78.69,181.61,17461415,6.3,0.11,0.0367,1,0.88,4.96,1415.77264619979
AB2365,S&P 500,Energy,255.2,3351.28,65.89,20.06,19395412,6.54,0.11,0.0301,1,0.76,4.58,130.805345867863
AB2366,S&P 500,Materials,264.79,3351.28,41.59,33.83,13127310,7.68,0.03,0.0234,1,1.13,3.51,137.97354793039
AB2367,BSE,Real Estate,770.26,38182.08,40.55,151.53,11847834,7.6,-0.43,0.0363,74.9,1.02,8.58,606.08551949877
AB2368,S&P 500,Information Tech,220,3351.28,32.81,79.97,17636515,6.11,0.23,0.0363,1,1.29,4.68,255.046967293207
AB2369,BSE,Real Estate,13.84,38182.08,79.79,173.67,3010962,5.63,-0.43,0.0472,74.9,1.23,3.08,1368.72054581802
AB2370,JSE,Energy,807.9,55722,85.95,64.21,1990669,4.9,0.11,0.0427,17.7,1.23,1.27,553.598301300951
AB2371,S&P 500,Real Estate,867.87,3351.28,44.77,106.59,19796394,5.69,-0.43,0.042,1,1.2,6.29,477.724602462901
AB2372,S&P 500,Information Tech,242.76,3351.28,39.68,135.41,17523447,4.01,0.23,0.0207,1,1.22,9.04,524.512822541944
AB2373,JSE,Information Tech,903.6,55722,43.64,139.46,591975,5.94,0.23,0.0556,17.7,1.26,1.88,608.271199748899
AB2374,NSE,Materials,828.76,11270.15,57.14,98.27,11097529,2.73,0.03,0.0409,74.9,1.17,6.03,560.79631264793
AB2375,S&P 500,Real Estate,414.39,3351.28,55.86,175.24,1525353,3.22,-0.43,0.0423,1,1.27,8.22,962.605662505691
AB2376,JSE,Real Estate,838.05,55722,85.61,59.56,8492675,6.82,-0.43,0.0286,17.7,1.01,1.19,513.421487392009
AB2377,BSE,Healthcare,302.68,38182.08,29.91,178.29,14890245,6.31,0.78,0.0295,74.9,0.95,0.71,516.563345662946
AB2378,JSE,Healthcare,367.01,55722,55.83,60.55,17331519,4.27,0.78,0.0174,17.7,1.01,5.65,333.094504292342
AB2379,JSE,Materials,576.73,55722,81.63,129.22,16674627,7.12,0.03,0.0331,17.7,0.61,3.88,1044.46056749618
AB2380,NYSE,Healthcare,420.96,12765.84,55.86,61.16,2388268,3.38,0.78,0.0518,1,0.74,5.65,336.885685101389
AB2381,NSE,Real Estate,723.45,11270.15,24.95,168.7,969960,8.15,-0.43,0.0256,74.9,1.01,2.95,409.531592198538
AB2382,NSE,Information Tech,611.16,11270.15,45.81,54.61,5569944,6.72,0.23,0.0296,74.9,0.99,9.02,247.716209412836
AB2383,NYSE,Energy,350.43,12765.84,36.74,137.73,8321923,4.69,0.11,0.0521,1,0.96,6.99,493.312218313492
AB2384,JSE,Energy,684.14,55722,48.42,40.96,8196116,6.06,0.11,0.0584,17.7,1.1,4.27,198.521826937172
AB2385,JSE,Healthcare,102.08,55722,45.84,160.37,13024756,4.01,0.78,0.0161,17.7,0.61,7.93,719.796970638598
AB2386,JSE,Real Estate,162.65,55722,26.8,131.44,10843722,6.71,-0.43,0.022,17.7,0.85,3.51,339.768938902312
AB2387,JSE,Real Estate,549.72,55722,46.16,179.24,19912524,8,-0.43,0.0535,17.7,0.88,5.1,811.765225854997
AB2388,NYSE,Energy,597.66,12765.84,30.89,27.93,7673494,3.91,0.11,0.0385,1,1.05,1.19,86.2697454409675
AB2389,BSE,Materials,154.64,38182.08,56.94,81.68,4429123,5.3,0.03,0.0292,74.9,0.92,3.71,457.426048610471
AB2390,JSE,Materials,798.49,55722,28.79,108.9,13768079,3.17,0.03,0.0493,17.7,0.88,5.96,310.527339115221
AB2391,S&P 500,Materials,64.43,3351.28,19.45,16.3,4783048,4.17,0.03,0.0272,1,0.87,3.73,30.4645024608392
AB2392,S&P 500,Information Tech,659.39,3351.28,63.45,102.44,18020085,2.78,0.23,0.0412,1,0.98,4.82,643.578990519014
AB2393,NYSE,Healthcare,108.71,12765.84,98.17,109.17,4552529,2.86,0.78,0.028,1,1.03,7.62,1061.35617400489
AB2394,NSE,Energy,336.91,11270.15,83.52,66.41,10987319,3.6,0.11,0.0337,74.9,1.03,6.96,548.88260157336
AB2395,S&P 500,Healthcare,561.74,3351.28,86.8,153.81,17334828,6.65,0.78,0.018,1,1.23,4.8,1322.1702078776
AB2396,NYSE,Materials,31.52,12765.84,22.39,141.67,12321144,7.77,0.03,0.0537,1,0.98,3.06,303.666090278318
AB2397,NYSE,Healthcare,532.88,12765.84,55.33,42.55,3073935,5.67,0.78,0.0508,1,1.09,5.78,233.308701701293
AB2398,NSE,Information Tech,721.04,11270.15,29.5,23.32,3388852,6.3,0.23,0.0473,74.9,0.81,5.71,71.6703259465717
AB2399,JSE,Healthcare,277.09,55722,27.09,180.94,9518287,3.26,0.78,0.0574,17.7,0.99,6.09,473.168426836918
AB2400,NYSE,Energy,720.3,12765.84,21.75,172.5,19920361,2.83,0.11,0.0225,1,0.74,9.18,363.476174381695
AB2401,BSE,Energy,621.97,38182.08,76.54,155.08,2341781,7.59,0.11,0.0203,74.9,1.13,3.9,1174.66866881182
AB2402,NSE,Healthcare,579.29,11270.15,22.92,123.79,18357342,2.71,0.78,0.0264,74.9,0.75,7.21,274.242615048437
AB2403,NSE,Real Estate,35.82,11270.15,83.06,58.6,12944968,5.83,-0.43,0.0505,74.9,1.12,0.74,481.192320865554
AB2404,JSE,Information Tech,652.93,55722,26.92,145.95,9883792,7.89,0.23,0.0379,17.7,0.68,7.93,382.23509507368
AB2405,BSE,Healthcare,631.49,38182.08,24.46,16.63,6564901,3.58,0.78,0.0249,74.9,0.99,9.06,42.4057768216651
AB2406,NYSE,Information Tech,505.4,12765.84,22.41,176.75,16013122,3.78,0.23,0.0167,1,0.62,8.34,380.60613134363
AB2407,S&P 500,Healthcare,445.26,3351.28,46.82,93.21,953166,7.56,0.78,0.0424,1,0.69,7.68,428.640445731917
AB2408,JSE,Materials,446.91,55722,29.41,136.26,3157102,6.55,0.03,0.0165,17.7,1.08,2.52,388.665167279586
AB2409,NYSE,Real Estate,690.29,12765.84,67.97,140.17,745891,2.92,-0.43,0.047,1,1.27,8.51,943.140214317662
AB2410,S&P 500,Materials,558.45,3351.28,45.51,110.37,9922819,4.86,0.03,0.0152,1,0.82,8.61,493.64369577282
AB2411,S&P 500,Materials,477.9,3351.28,45.24,67.66,19264278,4.08,0.03,0.0349,1,1.17,8.81,300.91503606724
AB2412,NYSE,Materials,174.55,12765.84,24.88,135.15,19480131,4.51,0.03,0.0455,1,1.07,4.26,323.46328063622
AB2413,NYSE,Information Tech,376.28,12765.84,18.53,148.28,1660288,8.22,0.23,0.0381,1,0.65,9.39,261.351731560001
AB2414,S&P 500,Energy,824.67,3351.28,87.64,150.78,918343,5.58,0.11,0.0156,1,1.15,9.05,1315.27859688545
AB2415,JSE,Information Tech,930.35,55722,29.8,94.38,8149360,5.01,0.23,0.0287,17.7,1,5.5,287.489886033043
AB2416,NYSE,Materials,644.22,12765.84,30.38,52.53,13414992,2.79,0.03,0.0563,1,1.25,1.8,157.873354465675
AB2417,NSE,Real Estate,310.88,11270.15,89.5,68.51,16065811,5.29,-0.43,0.0575,74.9,1.15,4.05,607.047846143017
AB2418,NSE,Energy,409.91,11270.15,86,185.82,19577975,4.92,0.11,0.044,74.9,0.77,3.67,1580.71563964815
AB2419,NSE,Healthcare,651.11,11270.15,76.57,99.67,2606742,5.15,0.78,0.0422,74.9,1.28,6.18,756.951979628678
AB2420,JSE,Real Estate,888.84,55722,34.74,105.77,17822899,3.69,-0.43,0.0161,17.7,1.12,3.2,369.398862717464
AB2421,NSE,Information Tech,561.44,11270.15,96.36,190.19,3359590,2.65,0.23,0.0203,74.9,0.68,5.85,1816.07729175421
AB2422,NSE,Energy,328.53,11270.15,44.73,20.17,20057782,4.64,0.11,0.0395,74.9,0.82,2.38,89.0327837022704
AB2423,NYSE,Energy,660.29,12765.84,40.72,151.98,13779199,5.57,0.11,0.0579,1,1.12,0.77,607.611683993599
AB2424,S&P 500,Real Estate,791.53,3351.28,32.3,53.92,7168093,7.01,-0.43,0.0551,1,0.89,2.53,176.24023416009
AB2425,BSE,Energy,591.05,38182.08,54.48,179.53,7975662,5.26,0.11,0.0313,74.9,0.85,7.21,962.955227337592
AB2426,JSE,Energy,884.55,55722,85.08,181.02,18192768,5.58,0.11,0.0215,17.7,0.89,3.45,1534.27629812839
AB2427,S&P 500,Real Estate,421.49,3351.28,93.74,129.68,14833945,5.89,-0.43,0.0602,1,1.2,6.06,1203.85114465652
AB2428,NSE,Healthcare,464.76,11270.15,64.11,77.65,10970758,3.53,0.78,0.0382,74.9,1.13,3.73,491.656766339449
AB2429,NYSE,Real Estate,845.68,12765.84,26.88,197.79,9646950,6.88,-0.43,0.0343,1,1.11,0.89,522.083804457906
AB2430,BSE,Materials,620.09,38182.08,79.8,126.36,2220099,6.11,0.03,0.0181,74.9,1.06,4.35,998.853664730823
AB2431,NSE,Energy,107.8,11270.15,14.51,87.48,12701269,4.95,0.11,0.0473,74.9,0.66,7.47,118.89754978835
AB2432,NSE,Materials,823.51,11270.15,93.66,69.02,2963987,7.3,0.03,0.0416,74.9,0.87,3.42,648.366549840732
AB2433,BSE,Materials,211.4,38182.08,41.24,147.15,17041930,2.92,0.03,0.0461,74.9,0.88,0.45,592.825794033608
AB2434,S&P 500,Energy,125.74,3351.28,74.93,12.71,12026584,3.79,0.11,0.0387,1,1.28,6.82,94.3641473390452
AB2435,NSE,Materials,957.13,11270.15,10.2,112.87,16431937,5.64,0.03,0.019,74.9,1.18,7.36,122.241720276041
AB2436,JSE,Information Tech,743.84,55722,64.94,185.64,6346314,3.95,0.23,0.0611,17.7,0.64,6.49,1192.95443674266
AB2437,NYSE,Real Estate,524.28,12765.84,41.8,144.69,19611435,6.16,-0.43,0.0513,1,1.22,3.67,592.366655543839
AB2438,S&P 500,Real Estate,339.92,3351.28,16.87,135.27,18121344,5.43,-0.43,0.0454,1,0.84,9.45,215.875140665516
AB2439,JSE,Healthcare,174.94,55722,75.25,12.04,2134382,4.32,0.78,0.0239,17.7,1.04,6.43,89.9780525927014
AB2440,JSE,Energy,711.79,55722,38.78,70.54,14620711,7.55,0.11,0.0215,17.7,0.74,5.59,271.508863344383
AB2441,S&P 500,Real Estate,610.22,3351.28,10.31,121.26,6017023,4.79,-0.43,0.0264,1,1,3.91,116.3367015777
AB2442,BSE,Energy,346.41,38182.08,99.28,196.8,10077384,8,0.11,0.0594,74.9,1.21,4.55,1935.10245411821
AB2443,S&P 500,Materials,233.62,3351.28,67.9,10.72,2609856,8.11,0.03,0.0448,1,1.07,8.8,72.2752248036715
AB2444,NYSE,Information Tech,301.29,12765.84,19.6,192.79,13588335,7.31,0.23,0.0488,1,1.15,3.45,359.803726778184
AB2445,JSE,Real Estate,445.43,55722,45.55,21.57,19735777,6.42,-0.43,0.0609,17.7,0.89,6.56,97.4017041846583
AB2446,NYSE,Healthcare,172.37,12765.84,54.64,41.81,3994240,6.1,0.78,0.0482,1,0.72,6.22,224.897442620503
AB2447,BSE,Materials,556.88,38182.08,27.44,27.89,11818228,5.99,0.03,0.051,74.9,0.95,6.07,76.0278423250157
AB2448,NSE,Healthcare,436.7,11270.15,89.18,150.69,9691200,6.01,0.78,0.0541,74.9,0.75,1.17,1330.25025417171
AB2449,S&P 500,Healthcare,48.16,3351.28,22.94,66.8,4304778,2.98,0.78,0.0571,1,0.63,8.2,147.182160231981
AB2450,S&P 500,Healthcare,272.92,3351.28,64.18,38.26,8129746,8.33,0.78,0.0538,1,1.19,3.73,242.505152369436
AB2451,S&P 500,Information Tech,184.97,3351.28,73.62,181.47,8487360,2.85,0.23,0.0418,1,1.25,1.46,1318.45225147683
AB2452,NSE,Healthcare,536.86,11270.15,71.95,67.15,15827560,4.76,0.78,0.024,74.9,1.17,7.42,478.603571550197
AB2453,JSE,Energy,188.42,55722,58.03,105.96,11431791,3.02,0.11,0.0409,17.7,0.79,7.12,604.88469533505
AB2454,JSE,Healthcare,29.33,55722,19,41.26,1007132,5.62,0.78,0.0594,17.7,1.11,3.4,74.8064199771705
AB2455,JSE,Healthcare,319.9,55722,62.72,86.46,4779738,4.67,0.78,0.0326,17.7,0.67,6.29,534.60391163544
AB2456,JSE,Real Estate,635.39,55722,80.24,98.5,4473856,3.92,-0.43,0.0498,17.7,0.88,1.07,783.845503893783
AB2457,JSE,Materials,826.89,55722,14.11,25.09,18886258,6.74,0.03,0.0229,17.7,1.19,9.36,41.9062939558378
AB2458,BSE,Real Estate,916.69,38182.08,77.56,75.72,10474917,6.26,-0.43,0.0438,74.9,0.76,1.07,594.133153070441
AB2459,S&P 500,Information Tech,178.78,3351.28,71.04,141.66,4797525,2.57,0.23,0.0217,1,0.78,5.92,992.788340869267
AB2460,NSE,Healthcare,113.98,11270.15,10.16,188.49,7139286,5.14,0.78,0.0535,74.9,1.18,5.54,174.04849720219
AB2461,JSE,Materials,284.04,55722,71.51,149.14,3652003,3.03,0.03,0.0286,17.7,0.78,1.87,1052.36196832024
AB2462,NYSE,Materials,427.67,12765.84,57.45,186.24,6184784,5.47,0.03,0.0529,1,1.2,6.76,1052.68556889942
AB2463,NSE,Materials,67,11270.15,93.66,17.73,8657562,4.2,0.03,0.0579,74.9,1.11,8.93,164.632552605552
AB2464,NSE,Real Estate,406.29,11270.15,75.56,78.9,8850781,4.92,-0.43,0.0192,74.9,0.94,1.15,589.395611233784
AB2465,BSE,Materials,612.22,38182.08,63.86,55.75,1863482,2.98,0.03,0.0154,74.9,0.69,2,353.436627777503
AB2466,JSE,Materials,631.18,55722,85,189.73,4461046,3.32,0.03,0.0386,17.7,0.98,7.42,1597.08181992072
AB2467,BSE,Materials,143.17,38182.08,87.68,16.58,5174551,5.49,0.03,0.052,74.9,0.73,1.99,144.150832055965
AB2468,BSE,Energy,86.8,38182.08,44.08,133.88,3004835,7.89,0.11,0.0527,74.9,1.07,4.05,577.274496399587
AB2469,NSE,Real Estate,790.31,11270.15,99.19,177.81,1457155,4.57,-0.43,0.0556,74.9,0.75,3.33,1753.35248452131
AB2470,JSE,Energy,419.51,55722,14.79,70.22,6845624,7.74,0.11,0.0577,17.7,0.73,6.53,98.2618189004402
AB2471,NSE,Healthcare,815.03,11270.15,65.85,199.34,12863855,5.82,0.78,0.0328,74.9,0.67,8.98,1301.41705117276
AB2472,NYSE,Energy,380.32,12765.84,27.04,170.58,3645284,3.5,0.11,0.0305,1,0.96,5.01,445.497184538989
AB2473,JSE,Real Estate,355.48,55722,91.81,27.16,4420388,4.56,-0.43,0.0335,17.7,0.92,4.05,247.506477685316
AB2474,NSE,Healthcare,535.13,11270.15,20.17,97.63,3301322,4.71,0.78,0.0488,74.9,1.01,1.58,189.517885045626
AB2475,JSE,Real Estate,351.17,55722,13.77,136.83,7132527,4.34,-0.43,0.038,17.7,1.2,1.11,176.047613119743
AB2476,BSE,Energy,230.78,38182.08,67.13,83.32,13109306,3.43,0.11,0.049,74.9,1.15,1.83,551.6141919889
AB2477,JSE,Energy,34.41,55722,27.19,175.07,19484643,2.75,0.11,0.0396,17.7,0.81,7.02,459.172184552702
AB2478,NSE,Healthcare,693.87,11270.15,33.96,72.44,12087049,4.15,0.78,0.0177,74.9,0.98,8.62,243.44598008238
AB2479,S&P 500,Energy,679.49,3351.28,26.07,74.01,13680936,5.02,0.11,0.0359,1,1.05,9.17,189.830021326488
AB2480,S&P 500,Healthcare,685.07,3351.28,61.81,58.36,7516989,5.97,0.78,0.0499,1,1.2,5.32,359.302496098195
AB2481,BSE,Energy,475.8,38182.08,57.57,151.7,532127,5.81,0.11,0.0173,74.9,1,6.9,859.819292411596
AB2482,S&P 500,Materials,368.97,3351.28,22.43,178.93,986130,3.72,0.03,0.055,1,1.01,6.93,384.777487559055
AB2483,S&P 500,Information Tech,951.01,3351.28,11.5,163.69,1195906,6.51,0.23,0.0483,1,1,6.05,189.892199633102
AB2484,JSE,Information Tech,488.68,55722,98.63,23.54,14053136,4.9,0.23,0.0316,17.7,0.62,8.41,231.496105611964
