Stock Index,Stock Price
AD2270,665.3322
AD2271,732.5354
AD2272,908.4317
AD2273,695.6818
AD2274,223.55804
AD2275,137.64426
AD2276,663.36707
AD2277,489.71735
AD2278,378.8475
AD2279,1904.0112
AD2280,900.9104
AD2281,194.91882
AD2282,1554.5763
AD2283,116.160194
AD2284,388.99576
AD2285,420.48068
AD2286,942.10516
AD2287,536.9234
AD2288,479.00375
AD2289,888.4166
AD2290,505.61838
AD2291,200.3074
AD2292,876.6879
AD2293,258.58228
AD2294,678.07965
AD2295,165.48096
AD2296,99.25123
AD2297,780.49774
AD2298,134.97534
AD2299,1242.87
AD2300,857.13416
AD2301,242.40591
AD2302,257.15018
AD2303,523.3332
AD2304,1150.0062
AD2305,955.97943
AD2306,505.61615
AD2307,1417.7416
AD2308,227.32071
AD2309,271.41446
AD2310,1221.4695
AD2311,870.42737
AD2312,433.2627
AD2313,366.03976
AD2314,759.5403
AD2315,713.036
AD2316,1099.3761
AD2317,584.2795
AD2318,145.21756
AD2319,488.85788
AD2320,910.0889
AD2321,752.00275
AD2322,426.97766
AD2323,249.13916
AD2324,156.47672
AD2325,254.82965
AD2326,889.2582
AD2327,439.8691
AD2328,442.7885
AD2329,465.16516
AD2330,160.7956
AD2331,166.59613
AD2332,348.2325
AD2333,193.51605
AD2334,89.93699
AD2335,146.75879
AD2336,1227.6147
AD2337,119.43394
AD2338,157.22202
AD2339,925.39154
AD2340,151.4925
AD2341,455.62357
AD2342,460.68433
AD2343,1457.9218
AD2344,315.80298
AD2345,617.03577
AD2346,282.4039
AD2347,425.1145
AD2348,162.23334
AD2349,592.0361
AD2350,1158.7397
AD2351,640.6754
AD2352,1418.7633
AD2353,115.90998
AD2354,162.99265
AD2355,34.196663
AD2356,619.0932
AD2357,140.42676
AD2358,181.32349
AD2359,535.21826
AD2360,1167.2024
AD2361,188.36026
AD2362,523.62024
AD2363,387.33505
AD2364,105.84144
AD2365,181.07843
AD2366,236.65271
AD2367,776.66907
AD2368,121.73243
AD2369,281.86838
AD2370,116.113106
AD2371,143.47733
AD2372,911.81586
AD2373,116.157234
AD2374,314.16516
AD2375,225.4208
AD2376,524.1379
AD2377,853.2204
AD2378,309.75012
AD2379,67.312935
AD2380,349.05725
AD2381,245.98672
AD2382,27.997381
AD2383,270.61243
AD2384,622.384
AD2385,638.28406
AD2386,571.4631
AD2387,556.84143
AD2388,658.637
AD2389,233.57367
AD2390,1567.5151
AD2391,1269.0868
AD2392,181.66052
AD2393,372.06915
AD2394,551.42694
AD2395,586.2756
AD2396,589.3356
AD2397,552.3084
AD2398,555.9142
AD2399,1709.6643
AD2400,1518.206
AD2401,556.2912
AD2402,579.98663
AD2403,567.3242
AD2404,562.3735
AD2405,558.3092
AD2406,559.3572
AD2407,618.03485
AD2408,945.71814
AD2409,602.633
AD2410,572.3784
AD2411,276.22327
AD2412,644.53467
AD2413,386.93863
AD2414,1695.2019
AD2415,679.8777
AD2416,326.91495
AD2417,499.5668
AD2418,871.31274
AD2419,563.92377
AD2420,625.727
AD2421,987.0945
AD2422,362.98715
AD2423,398.90308
AD2424,438.49957
AD2425,185.04391
AD2426,766.13135
AD2427,277.58368
AD2428,1092.7102
AD2429,-121.57488
AD2430,455.38202
AD2431,955.86017
AD2432,650.50433
AD2433,88.89738
AD2434,1004.626
AD2435,1681.4028
AD2436,613.30133
AD2437,1204.4641
AD2438,209.1549
AD2439,148.3659
AD2440,474.6687
AD2441,1204.0906
AD2442,336.71365
AD2443,158.19522
AD2444,548.2411
AD2445,192.12073
AD2446,134.1496
AD2447,824.06647
AD2448,568.9109
AD2449,793.28015
AD2450,717.9911
AD2451,349.93665
AD2452,1546.8601
AD2453,773.3661
AD2454,258.2449
AD2455,155.85663
AD2456,276.2172
AD2457,607.8289
AD2458,1119.612
AD2459,364.70938
AD2460,128.2963
AD2461,226.99515
AD2462,304.6173
AD2463,931.92316
AD2464,172.46164
AD2465,346.2125
AD2466,329.45105
AD2467,1520.6743
AD2468,564.2996
AD2469,886.52466
AD2470,637.1209
AD2471,192.86462
AD2472,149.13293
AD2473,672.5318
AD2474,58.064766
AD2475,295.96344
AD2476,850.8727
AD2477,448.7531
AD2478,105.6334
AD2479,384.26263
AD2480,190.85464
AD2481,644.6723
AD2482,216.33255
AD2483,799.8207
AD2484,94.98487
AD2485,772.04175
AD2486,1596.9941
AD2487,1004.4316
AD2488,114.83192
AD2489,1663.5087
AD2490,1425.3962
AD2491,1023.7693
AD2492,692.1346
AD2493,154.66919
AD2494,48.264168
AD2495,305.29733
AD2496,499.3163
AD2497,692.1346
AD2498,206.72528
AD2499,531.51166
AD2500,206.9838
AD2501,1030.2485
AD2502,686.46045
AD2503,722.79517
AD2504,1217.9999
AD2505,194.11441
AD2506,658.3575
AD2507,406.8162
AD2508,951.1936
AD2509,158.58984
AD2510,436.46072
AD2511,471.19162
AD2512,536.1105
AD2513,324.34866
AD2514,212.16666
AD2515,249.56506
AD2516,893.4714
AD2517,310.29642
AD2518,747.9411
AD2519,329.20682
AD2520,680.91956
AD2521,181.94662
AD2522,1108.7028
AD2523,1681.9171
AD2524,127.94285
AD2525,1310.681
AD2526,1581.8217
AD2527,1200.2399
AD2528,614.38763
AD2529,379.32193
AD2530,364.22964
AD2531,435.76205
AD2532,566.05237
AD2533,747.3836
AD2534,922.00336
AD2535,148.35834
AD2536,359.56546
AD2537,1058.6252
AD2538,190.48209
AD2539,63.850624
AD2540,1214.2477
AD2541,171.77606
AD2542,1076.6553
AD2543,354.8157
AD2544,1169.0492
AD2545,84.860725
AD2546,905.56885
AD2547,888.9687
AD2548,1589.7383
AD2549,636.52277
AD2550,415.2709
AD2551,486.6057
AD2552,582.03827
AD2553,83.072365
AD2554,523.9079
AD2555,211.6748
AD2556,135.92618
AD2557,1228.9803
AD2558,570.3851
AD2559,472.85437
AD2560,1351.0944
AD2561,1534.3507
AD2562,899.0054
AD2563,890.3763
AD2564,400.0504
AD2565,1355.0411
AD2566,350.26654
AD2567,1429.4083
AD2568,1452.0728
AD2569,228.7001
AD2570,313.99487
AD2571,1821.5731
AD2572,194.10587
AD2573,73.84965
AD2574,171.40955
AD2575,360.58887
AD2576,208.29953
AD2577,875.77783
AD2578,594.35675
AD2579,176.12695
AD2580,422.804
AD2581,252.84158
AD2582,1099.5253
AD2583,980.6463
AD2584,317.68002
AD2585,334.83615
AD2586,461.57666
AD2587,79.721016
AD2588,901.4588
AD2589,586.59076
AD2590,696.5692
AD2591,590.27734
AD2592,60.81565
AD2593,85.496346
AD2594,737.37
AD2595,718.07477
AD2596,264.33612
AD2597,286.82523
AD2598,1612.2142
AD2599,714.4447
AD2600,589.0719
AD2601,146.54855
AD2602,357.32187
AD2603,222.39877
AD2604,1023.469
AD2605,520.89
AD2606,367.99744
AD2607,671.8034
AD2608,336.0245
AD2609,298.63458
AD2610,1702.7119
AD2611,713.23395
AD2612,247.60684
AD2613,469.3825
AD2614,236.14679
AD2615,57.298958
AD2616,242.9946
AD2617,452.49408
AD2618,445.60455
AD2619,293.90164
AD2620,263.14142
AD2621,2043.9965
AD2622,344.8222
AD2623,940.1127
AD2624,1108.8647
AD2625,1769.5325
AD2626,1399.5049
AD2627,780.17694
AD2628,119.16425
AD2629,1372.6178
AD2630,505.66153
AD2631,703.9948
AD2632,218.60825
AD2633,649.51013
AD2634,527.3813
AD2635,125.96793
AD2636,809.0208
AD2637,927.00464
AD2638,109.90473
AD2639,146.93686
AD2640,1271.896
AD2641,1067.1987
AD2642,1057.5961
AD2643,36.209724
AD2644,168.6576
AD2645,1706.2397
AD2646,782.00214
AD2647,662.0205
AD2648,137.70004
AD2649,1056.4137
AD2650,1271.9072
AD2651,862.8207
AD2652,248.2927
AD2653,1033.1208
AD2654,1643.9172
AD2655,163.72305
AD2656,537.3997
AD2657,215.16296
AD2658,853.7489
AD2659,919.304
AD2660,247.77792
AD2661,613.6059
AD2662,1234.2821
AD2663,1354.651
AD2664,367.8251
AD2665,121.14829
AD2666,692.1346
AD2667,771.426
AD2668,1601.1201
AD2669,211.51007
AD2670,174.23761
AD2671,443.9802
AD2672,999.2463
AD2673,180.81033
AD2674,353.28226
AD2675,523.0649
AD2676,75.346565
AD2677,768.1624
AD2678,185.08224
AD2679,1158.389
AD2680,654.16315
AD2681,1117.7021
AD2682,344.6268
AD2683,336.31497
AD2684,177.47668
AD2685,184.2591
AD2686,658.9452
AD2687,956.5203
AD2688,1071.5161
AD2689,776.53156
AD2690,257.18222
AD2691,541.4287
AD2692,147.51025
AD2693,399.7139
AD2694,1506.926
AD2695,235.0249
AD2696,180.99673
AD2697,302.8761
AD2698,311.41678
AD2699,106.055305
AD2700,372.88928
AD2701,142.96771
AD2702,692.1346
AD2703,103.28709
AD2704,607.2691
AD2705,1198.5394
AD2706,286.183
AD2707,238.71024
AD2708,86.17741
AD2709,1135.8682
AD2710,1582.1338
AD2711,366.44617
AD2712,787.244
AD2713,1309.2938
AD2714,341.25137
AD2715,233.08221
AD2716,544.18823
AD2717,1084.6017
AD2718,310.0757
AD2719,217.38489
AD2720,1152.356
AD2721,565.90594
AD2722,308.57492
AD2723,73.65528
AD2724,124.56031
AD2725,536.3577
AD2726,504.97025
AD2727,190.97519
AD2728,192.93683
AD2729,343.92596
AD2730,1170.4539
AD2731,302.6976
AD2732,86.04615
AD2733,1124.9939
AD2734,183.40454
AD2735,422.10187
AD2736,563.97784
AD2737,358.2373
AD2738,1291.925
